number,title,start,end,text,chunk_id,embedding
11,Semantic Tags  in HTML,561.4,564.4," I will show you a very quick styling,",4922,"[-0.06701948  0.04971357 -0.05501039 ... -0.02034648 -0.04657928
 -0.01909292]"
11,Semantic Tags  in HTML,564.4,566.4," obviously, we will do it later after styling,",4923,"[-0.01679339  0.01760082 -0.03172876 ... -0.03048814 -0.01765597
  0.01263658]"
11,Semantic Tags  in HTML,566.4,568.4," but a lot of people will be confused,",4924,"[ 0.02092919  0.04316815 -0.05199322 ... -0.00344373 -0.01842004
  0.00605748]"
11,Semantic Tags  in HTML,568.4,570.4, how will this navigation bar be horizontal?,4925,"[-0.06636144 -0.02596616 -0.03527965 ...  0.01467791  0.00481376
  0.04188489]"
11,Semantic Tags  in HTML,570.4,572.4," So, if you want to horizontalize the navigation bar,",4926,"[-0.06060202  0.01625602 -0.02600203 ...  0.03617849  0.02503608
  0.05529071]"
11,Semantic Tags  in HTML,572.4,574.4," then I will write some CSS here,",4927,"[-0.05312591  0.01725858 -0.04236708 ...  0.05027699  0.01148866
 -0.00492896]"
11,Semantic Tags  in HTML,574.4,577.4," and I will tell you all this, why CSS works here.",4928,"[-0.04054981 -0.00651018 -0.06377393 ...  0.02231535  0.00207286
 -0.00559791]"
11,Semantic Tags  in HTML,577.4,579.4," So, you see, I flexed the display,",4929,"[-0.00485489 -0.01940611 -0.05532632 ... -0.02648807 -0.03782548
  0.02497203]"
11,Semantic Tags  in HTML,579.4,581.4," and it happened like this,",4930,"[ 0.03323679  0.06008925 -0.04300379 ...  0.03477091  0.02521638
 -0.0359313 ]"
11,Semantic Tags  in HTML,581.4,583.4," so, there will be a lot of things in the coming videos,",4931,"[ 0.01680407  0.00435766 -0.05361729 ...  0.00662771  0.00198127
  0.02265202]"
11,Semantic Tags  in HTML,583.4,585.4," so, you don't have to worry about it,",4932,"[-0.00931525  0.02720832 -0.05891043 ...  0.0223919   0.00995197
 -0.00883907]"
11,Semantic Tags  in HTML,585.4,587.4," we didn't do this, that, that, I will tell you everything.",4933,"[ 0.02855853  0.03204124 -0.02665977 ...  0.00890881 -0.01005752
 -0.01006723]"
11,Semantic Tags  in HTML,587.4,589.4, And what does this CSS mean here?,4934,"[-0.06803989  0.02023532 -0.05939127 ...  0.02898856  0.01893524
  0.0190979 ]"
11,Semantic Tags  in HTML,589.4,591.4, Why did I write CSS by inspecting it?,4935,"[-0.07098407 -0.01230391 -0.00102332 ...  0.02408521  0.02141873
  0.01978727]"
11,Semantic Tags  in HTML,591.4,593.4," I will tell you about this, I will reload it,",4936,"[-0.00987941  0.03630992 -0.04796171 ... -0.00695607  0.02344297
 -0.00695877]"
11,Semantic Tags  in HTML,593.4,596.4," why it went away, we will see it in the CSS section.",4937,"[-0.07138845  0.00263811 -0.04549971 ...  0.04812703 -0.02044695
 -0.01523914]"
11,Semantic Tags  in HTML,596.4,598.4," If you haven't done this playlist yet,",4938,"[-0.02458527  0.05758781 -0.03164338 ...  0.01333963  0.01174796
  0.03775987]"
11,Semantic Tags  in HTML,598.4,600.4," then do it, bookmark it,",4939,"[-0.00629919  0.0370828  -0.02839846 ...  0.0221992  -0.01335682
  0.02364509]"
11,Semantic Tags  in HTML,600.4,602.4," click here and save it,",4940,"[-0.00764859  0.03433323 -0.04029535 ...  0.02572694 -0.01327505
 -0.01231192]"
11,Semantic Tags  in HTML,602.4,604.4," and I am going to upload all the code,",4941,"[-0.01809637  0.01692655 -0.0399813  ...  0.01967563 -0.01023384
  0.0120332 ]"
11,Semantic Tags  in HTML,604.4,606.4," so as you will move forward in the videos,",4942,"[-0.02245026  0.00244278 -0.0648338  ... -0.01205694 -0.00395482
  0.02679917]"
11,Semantic Tags  in HTML,606.4,609.4, you will get all the code here video wise.,4943,"[-0.01802245 -0.0110534  -0.05208586 ...  0.02847096 -0.00834946
  0.02114445]"
11,Semantic Tags  in HTML,609.4,611.4," So, do start this repository,",4944,"[-0.01835274  0.02456393 -0.0487227  ...  0.01847842 -0.00921479
  0.03404473]"
11,Semantic Tags  in HTML,611.4,613.4," if you haven't done it yet,",4945,"[-0.02356504  0.08013402 -0.03873602 ... -0.00374861 -0.01257804
  0.01765286]"
11,Semantic Tags  in HTML,613.4,615.4," and also like the video,",4946,"[-0.00276754  0.00994527 -0.06007296 ...  0.00962089 -0.03295929
  0.01440191]"
11,Semantic Tags  in HTML,615.4,617.4," thank you so much guys for watching this video,",4947,"[-0.0298144  -0.00766918 -0.04939129 ...  0.00604591 -0.02270971
  0.03296133]"
11,Semantic Tags  in HTML,617.4,619.4, and I will see you next time.,4948,"[-0.00773812  0.03823787 -0.03772687 ...  0.01668209 -0.02852162
  0.01940415]"
11,Semantic Tags  in HTML,636.4,637.4, .,4949,"[-0.02786544  0.03202587 -0.02378083 ... -0.01376468 -0.03212429
 -0.00987236]"
12,Exercise 1 - Pure HTML Media Player,0.0,2.7600000000000002," Guys, in today's video, I will give you guys an exercise",4950,"[-0.04144066  0.00802154 -0.07096103 ... -0.01015711 -0.03201572
  0.00193104]"
12,Exercise 1 - Pure HTML Media Player,2.7600000000000002,4.76, and whoever will solve this exercise.,4951,"[-0.01921696  0.04166493 -0.04773631 ...  0.00163997 -0.02261541
  0.05277984]"
12,Exercise 1 - Pure HTML Media Player,4.76,6.6000000000000005, I will also give a shout out to all of you.,4952,"[-0.04037063  0.02709094 -0.05468433 ... -0.00762983 -0.06461216
  0.02704553]"
12,Exercise 1 - Pure HTML Media Player,6.6000000000000005,8.76," So write in the comment section,",4953,"[-0.04585681  0.04816116 -0.03890412 ...  0.0315012   0.00624755
  0.03087945]"
12,Exercise 1 - Pure HTML Media Player,8.76,12.26," if you accept this challenge,",4954,"[-0.02349997  0.02425128 -0.03042697 ...  0.03082157 -0.03060174
  0.04873654]"
12,Exercise 1 - Pure HTML Media Player,12.26,15.36, I will give you a question and you will have to solve it.,4955,"[-0.01894449  0.02523383 -0.05528302 ...  0.0199796  -0.0289648
  0.00355102]"
12,Exercise 1 - Pure HTML Media Player,15.36,21.1, And it will be a basis for all the concepts we have studied in the Sigma Web Development course.,4956,"[-0.05314258 -0.00727138 -0.0240963  ...  0.00838013 -0.01220452
  0.04677592]"
12,Exercise 1 - Pure HTML Media Player,21.1,24.1, So I am very excited to give you a question.,4957,"[-0.01991265  0.00379714 -0.05602588 ... -0.05056565 -0.02471908
 -0.01600591]"
12,Exercise 1 - Pure HTML Media Player,24.1,26.0, I hope you are equally excited.,4958,"[-0.0380287   0.01760529 -0.06520729 ... -0.00079625 -0.03473262
  0.02181476]"
12,Exercise 1 - Pure HTML Media Player,26.0,27.400000000000002, Let's roll the intro.,4959,"[-0.02434869  0.05615902 -0.04571554 ... -0.01875537  0.00569045
 -0.03034015]"
12,Exercise 1 - Pure HTML Media Player,30.0,36.5, Music,4960,"[-0.01101825  0.04445166 -0.04685072 ...  0.0011256  -0.01656268
  0.00930864]"
12,Exercise 1 - Pure HTML Media Player,36.5,39.0," So guys, you can see in your computer screen,",4961,"[-0.00686128  0.01002506 -0.05082255 ...  0.00785159 -0.01395706
  0.01946634]"
12,Exercise 1 - Pure HTML Media Player,39.0,41.0," if you haven't accessed the playlist yet,",4962,"[-0.01867345  0.0403646  -0.03357875 ...  0.01208148 -0.01112321
  0.00731201]"
12,Exercise 1 - Pure HTML Media Player,41.0,45.0, then click here and click on this playlist and click on Save.,4963,"[-0.01380892  0.00560689 -0.00894751 ...  0.04232609  0.00418228
 -0.01401055]"
12,Exercise 1 - Pure HTML Media Player,45.0,47.0," And if you haven't accessed the code,",4964,"[-0.02358172  0.0600415  -0.03023565 ...  0.02434942  0.00377164
  0.00128916]"
12,Exercise 1 - Pure HTML Media Player,47.0,49.5, then all the data of the GitHub is updated to video 11.,4965,"[-0.01350626 -0.03951418 -0.00524812 ... -0.00262907 -0.00581706
  0.02505729]"
12,Exercise 1 - Pure HTML Media Player,49.5,52.0, And I will keep updating as the videos will continue.,4966,"[-0.04569706  0.01368465 -0.04227551 ... -0.02890792 -0.0177507
  0.01041858]"
12,Exercise 1 - Pure HTML Media Player,52.0,54.5," Now, for the question I want to give you,",4967,"[-0.0198891   0.06529492 -0.06431022 ... -0.03003351 -0.00808407
 -0.02931486]"
12,Exercise 1 - Pure HTML Media Player,54.5,56.0, I will make a folder first.,4968,"[-0.02747015  0.02039905 -0.05064973 ... -0.01102229 -0.02485965
 -0.02529968]"
12,Exercise 1 - Pure HTML Media Player,56.0,58.0, I will definitely name the folder.,4969,"[-0.04880871 -0.01549359 -0.06284847 ... -0.01069812 -0.02602373
  0.00866457]"
12,Exercise 1 - Pure HTML Media Player,58.0,60.0," I will click on the video 12,",4970,"[-0.01565334 -0.02546193 -0.05144787 ... -0.02948261  0.00872941
  0.00066089]"
12,Exercise 1 - Pure HTML Media Player,60.0,62.0, shift right click and open with code.,4971,"[-0.05182045 -0.03567686 -0.03713009 ...  0.01796428 -0.00680163
 -0.04926906]"
12,Exercise 1 - Pure HTML Media Player,62.0,64.0, And everyone should accept this challenge.,4972,"[ 0.00653837  0.02446973 -0.04315446 ...  0.01548764 -0.06252516
  0.06646   ]"
12,Exercise 1 - Pure HTML Media Player,64.0,66.0," If you accept it, I will feel good.",4973,"[-0.02020033 -0.00053004 -0.06388669 ...  0.00017759 -0.07357331
 -0.01865674]"
12,Exercise 1 - Pure HTML Media Player,66.0,70.0, What you do here is that I will make an index.html here.,4974,"[-0.05598265 -0.00297289 -0.03564657 ...  0.03306629 -0.00690493
  0.03085414]"
12,Exercise 1 - Pure HTML Media Player,70.0,72.0, And I will give you a question.,4975,"[-0.03453071  0.05157741 -0.06935283 ... -0.03434528 -0.02373711
 -0.02039942]"
12,Exercise 1 - Pure HTML Media Player,72.0,74.0," So the question is,",4976,"[-0.02094892  0.04942832 -0.05084123 ... -0.00921949  0.03983979
  0.00890674]"
12,Exercise 1 - Pure HTML Media Player,74.0,80.0, you are given 12 video files.,4977,"[-0.02000484 -0.04923214 -0.04325095 ... -0.02343279 -0.0233384
  0.0291954 ]"
12,Exercise 1 - Pure HTML Media Player,80.0,84.0," 12 files, 6 audio and 6 video.",4978,"[ 0.02275336 -0.02437319 -0.04096748 ... -0.00555685 -0.00776325
  0.00257373]"
12,Exercise 1 - Pure HTML Media Player,84.0,86.0, And 6 video.,4979,"[ 0.02549024  0.01670717 -0.01111695 ... -0.00674101  0.02202847
  0.01092963]"
12,Exercise 1 - Pure HTML Media Player,86.0,91.0, Design a website using HTML only.,4980,"[-0.06555467  0.00776412 -0.02984641 ...  0.07693986 -0.02208288
  0.00912738]"
12,Exercise 1 - Pure HTML Media Player,91.0,96.0, And which shows these 12 files.,4981,"[-0.0386758  -0.0350908  -0.06302463 ... -0.00666659 -0.00613738
  0.01481297]"
12,Exercise 1 - Pure HTML Media Player,96.0,99.0," Okay, I will do a little toggle word wrap here.",4982,"[-0.06298288  0.02143857 -0.02399619 ... -0.03155918 -0.02170377
 -0.01032177]"
12,Exercise 1 - Pure HTML Media Player,99.0,102.0, So that you can see the word wrap.,4983,"[-0.0336671   0.03343968 -0.01263788 ... -0.03235525 -0.01810553
  0.01714162]"
12,Exercise 1 - Pure HTML Media Player,102.0,104.0, So what you have to do is that you are given 12 files.,4984,"[-0.05061821 -0.02807852 -0.04682459 ... -0.01005968 -0.03161832
  0.03250755]"
12,Exercise 1 - Pure HTML Media Player,104.0,106.0, And what is the name of those files?,4985,"[-0.02343098 -0.01559048 -0.07437787 ...  0.00652923 -0.00579401
 -0.00204001]"
12,Exercise 1 - Pure HTML Media Player,106.0,108.0," 1.mp3, 2.mp3.",4986,"[-0.03585262  0.02812791 -0.03503817 ...  0.01131896 -0.01622963
 -0.03912593]"
12,Exercise 1 - Pure HTML Media Player,108.0,111.0, So I will tell you what is the name of those files?,4987,"[-0.04067997 -0.00715058 -0.07890037 ... -0.0222173  -0.02046547
 -0.00841449]"
12,Exercise 1 - Pure HTML Media Player,111.0,113.0," 1.mp3, 2.mp3.",4988,"[-0.03585262  0.02812791 -0.03503817 ...  0.01131896 -0.01622963
 -0.03912593]"
12,Exercise 1 - Pure HTML Media Player,113.0,116.0, All the way till 6.mp3.,4989,"[-0.00897294  0.04365247 -0.01977679 ...  0.00525194 -0.02014898
  0.02981189]"
12,Exercise 1 - Pure HTML Media Player,116.0,117.0, So these are your files.,4990,"[-0.03728993 -0.00885472 -0.06148356 ... -0.00173079 -0.03408053
  0.00400097]"
12,Exercise 1 - Pure HTML Media Player,117.0,121.0," Then you have 1.mp4, 2.mp4.",4991,"[-0.04795344  0.00961124 -0.03988288 ... -0.00242923 -0.02123825
 -0.00497447]"
12,Exercise 1 - Pure HTML Media Player,121.0,124.0, All the way till 6.mp4.,4992,"[-0.0127965   0.04252707 -0.02289573 ... -0.01396127 -0.0285125
  0.0358927 ]"
12,Exercise 1 - Pure HTML Media Player,124.0,126.0," Okay, these are your files.",4993,"[-0.02983219 -0.01340948 -0.06282853 ...  0.00077264 -0.04420539
  0.00298077]"
12,Exercise 1 - Pure HTML Media Player,126.0,128.0," So all these files, which are 12 files,",4994,"[-0.00155695 -0.03248862 -0.05057395 ...  0.009486   -0.00314468
  0.03454902]"
12,Exercise 1 - Pure HTML Media Player,128.0,130.0, you have to show by preview.,4995,"[-0.03655957  0.00501318 -0.04183207 ... -0.02088061 -0.00897114
  0.01996919]"
12,Exercise 1 - Pure HTML Media Player,130.0,132.0, So I hope this will be done.,4996,"[-0.01433465  0.04194879 -0.05473049 ... -0.00924398 -0.02487723
  0.0051179 ]"
12,Exercise 1 - Pure HTML Media Player,132.0,133.0, It is a very simple question.,4997,"[-0.03012295  0.05969851 -0.05391713 ... -0.02065174 -0.01638957
 -0.01784618]"
12,Exercise 1 - Pure HTML Media Player,133.0,135.0, And you all should quickly comment and,4998,"[ 0.00443685  0.05810944 -0.03862033 ... -0.00719845 -0.05632411
  0.06348632]"
12,Exercise 1 - Pure HTML Media Player,135.0,137.0, write the challenge accepted.,4999,"[-0.00193732  0.03630365 -0.02893223 ...  0.0344205  -0.06549997
  0.02949917]"
12,Exercise 1 - Pure HTML Media Player,137.0,139.0," Because if you accept this challenge,",5000,"[-0.02121186  0.01827031 -0.03555863 ...  0.0282855  -0.03765731
  0.04563413]"
12,Exercise 1 - Pure HTML Media Player,139.0,141.0, then you can write the challenge accepted in the first instance.,5001,"[ 0.00736193  0.02303949  0.00501286 ...  0.02945374 -0.04562437
  0.01453468]"
12,Exercise 1 - Pure HTML Media Player,141.0,144.0," And whoever gives me the code here,",5002,"[-0.02934294  0.02516956 -0.0778183  ...  0.00740769  0.01079638
  0.0042531 ]"
12,Exercise 1 - Pure HTML Media Player,144.0,146.0, I will give a shout out to them.,5003,"[-0.0399893   0.03645629 -0.05848425 ... -0.00076391 -0.01782072
 -0.01078779]"
12,Exercise 1 - Pure HTML Media Player,146.0,148.0, The person who writes the challenge accepted will get a shout out for sure.,5004,"[-0.01328061  0.02488138 -0.01965329 ...  0.02408511 -0.05217943
  0.02823757]"
12,Exercise 1 - Pure HTML Media Player,148.0,151.0, And you all should definitely tell me in the comment section.,5005,"[-0.03083009  0.03454313 -0.04864346 ...  0.00667353 -0.03336031
  0.05675761]"
12,Exercise 1 - Pure HTML Media Player,151.0,153.0, So I hope you will complete this.,5006,"[-0.02466417  0.03443832 -0.05060461 ... -0.00954812 -0.04773819
  0.04149865]"
12,Exercise 1 - Pure HTML Media Player,153.0,155.0, And it is a very simple question.,5007,"[-0.02579249  0.07690657 -0.05168724 ... -0.0291902  -0.0107402
 -0.01294289]"
12,Exercise 1 - Pure HTML Media Player,155.0,158.0, I know that many people will also say that it is very simple.,5008,"[-0.03225959  0.05150431 -0.07427078 ... -0.0122915  -0.04266402
 -0.00372025]"
12,Exercise 1 - Pure HTML Media Player,158.0,160.0, One more thing I will hope from you all is that,5009,"[-0.02054064  0.01801738 -0.08158156 ... -0.01775417 -0.04733432
 -0.00063658]"
12,Exercise 1 - Pure HTML Media Player,160.0,163.0, you all should try to solve this question,5010,"[ 0.01262084  0.02652675 -0.05093007 ...  0.00560605 -0.01966282
  0.05267396]"
12,Exercise 1 - Pure HTML Media Player,163.0,167.0, in the most useful way that I have told you.,5011,"[ 0.00446178  0.0407347  -0.06331099 ... -0.04791523 -0.01464014
 -0.02793705]"
12,Exercise 1 - Pure HTML Media Player,167.0,169.0, So this was the question of today.,5012,"[ 0.00157689  0.03430781 -0.03451431 ... -0.02635923  0.01912454
 -0.01227586]"
12,Exercise 1 - Pure HTML Media Player,169.0,171.0, I hope you all enjoyed it.,5013,"[-0.0047357   0.01106256 -0.08024766 ... -0.00662439 -0.07269739
  0.05648006]"
12,Exercise 1 - Pure HTML Media Player,171.0,173.0, I will select it and forward it.,5014,"[-0.0272948   0.02575712 -0.04305045 ...  0.00674634 -0.03981367
 -0.00402093]"
12,Exercise 1 - Pure HTML Media Player,173.0,176.0, And what happens if you do it?,5015,"[-0.04014937  0.05539468 -0.05394594 ... -0.02186261 -0.03122797
  0.04138001]"
12,Exercise 1 - Pure HTML Media Player,176.0,178.0, That you can comment or uncomment.,5016,"[-0.03146957 -0.00532309 -0.02269219 ... -0.00189306 -0.01269859
 -0.00064553]"
12,Exercise 1 - Pure HTML Media Player,178.0,180.0," So if you press control forward slash,",5017,"[-0.05381145  0.02307329 -0.05692653 ...  0.00655151 -0.02288984
  0.02791065]"
12,Exercise 1 - Pure HTML Media Player,180.0,181.0, then it will be uncommented.,5018,"[-0.04656418  0.03148134 -0.02052534 ...  0.02218096 -0.02753101
  0.0292677 ]"
12,Exercise 1 - Pure HTML Media Player,181.0,183.0," And if you press control forward slash again,",5019,"[-0.05441184  0.03218607 -0.06451225 ... -0.00460399 -0.01766651
  0.04506362]"
12,Exercise 1 - Pure HTML Media Player,183.0,185.0, then it will be commented.,5020,"[-0.04431539  0.02477394 -0.01961747 ...  0.02027662 -0.01364003
  0.0288772 ]"
12,Exercise 1 - Pure HTML Media Player,185.0,187.0, So you have to complete this website.,5021,"[-0.02164594  0.02480178 -0.03867376 ...  0.03396893 -0.05411747
  0.04081575]"
12,Exercise 1 - Pure HTML Media Player,187.0,188.0, It is a very simple problem.,5022,"[-0.02471019  0.0437897  -0.04940671 ...  0.01406671 -0.01710105
  0.00667253]"
12,Exercise 1 - Pure HTML Media Player,188.0,190.0, It is a straightforward problem.,5023,"[-0.01239946  0.03105663 -0.05597827 ...  0.01683717 -0.00171513
  0.00266883]"
12,Exercise 1 - Pure HTML Media Player,190.0,192.0, Everyone should definitely solve it.,5024,"[ 0.00748496  0.00788255 -0.03981362 ...  0.01973    -0.03425441
  0.06112569]"
12,Exercise 1 - Pure HTML Media Player,192.0,194.0, So that's all for now.,5025,"[-0.0197258   0.03709035 -0.03537429 ...  0.00676851 -0.0353871
  0.00225352]"
12,Exercise 1 - Pure HTML Media Player,194.0,196.0, Thank you so much for watching this video.,5026,"[-0.03940071  0.01605278 -0.0407992  ... -0.00023095 -0.02438257
  0.02462623]"
12,Exercise 1 - Pure HTML Media Player,196.0,198.0, And I will see you next time.,5027,"[-0.00691588  0.03866231 -0.03808383 ...  0.01764887 -0.03206581
  0.02235659]"
12,Exercise 1 - Pure HTML Media Player,199.0,221.0, Music,5028,"[-0.01101825  0.04445166 -0.04685072 ...  0.0011256  -0.01656268
  0.00930864]"
13,"Entities, Code tag and more on HTML",0.0,2.6," Guys, we have seen almost everything in HTML.",5029,"[-0.02386645  0.01328525 -0.03569172 ...  0.03478079  0.00510457
  0.05522882]"
13,"Entities, Code tag and more on HTML",2.6,7.48," In today's video, we will talk about some miscellaneous things that we have been doing.",5030,"[-0.02834197  0.03181474 -0.0409428  ... -0.0271259  -0.02346604
 -0.04968788]"
13,"Entities, Code tag and more on HTML",7.48,10.040000000000001, Which will help you a lot in your web development journey.,5031,"[-0.05931269  0.01039595 -0.07831842 ...  0.00793112 -0.00432274
 -0.00950934]"
13,"Entities, Code tag and more on HTML",10.040000000000001,12.48," After that, we will start CSS from the upcoming videos.",5032,"[-0.03817252  0.00444088 -0.03347356 ...  0.02298027  0.00040362
  0.00728673]"
13,"Entities, Code tag and more on HTML",12.48,14.72, I am very excited to be doing the content of HTML.,5033,"[-0.0310737  -0.00395427 -0.03103416 ...  0.01072494 -0.02401508
  0.01182596]"
13,"Entities, Code tag and more on HTML",14.72,18.92, Do like this video and write a sigma patch in the comment section below.,5034,"[-0.03790754  0.00428966 -0.01755948 ...  0.01838827 -0.03777024
  0.02591511]"
13,"Entities, Code tag and more on HTML",18.92,20.28, Let's go to the computer screen.,5035,"[-0.010934    0.02126116 -0.07030269 ... -0.01437385 -0.01056857
  0.00506933]"
13,"Entities, Code tag and more on HTML",20.28,21.68, Let's roll the intro.,5036,"[-0.02434869  0.05615902 -0.04571554 ... -0.01875537  0.00569045
 -0.03034015]"
13,"Entities, Code tag and more on HTML",30.64,33.48," As you can see, I have entered my computer screen.",5037,"[ 0.01239078  0.01393583 -0.06244576 ... -0.01536898 -0.01434195
  0.01280142]"
13,"Entities, Code tag and more on HTML",33.48,36.12, I will make a new folder without wasting time.,5038,"[-0.02377998  0.00327351 -0.05121308 ... -0.00876614 -0.04929648
 -0.04036814]"
13,"Entities, Code tag and more on HTML",36.12,37.76, The name of the folder is Video13.,5039,"[-0.02252974 -0.03377444 -0.07218894 ...  0.00205054 -0.01162181
  0.00710684]"
13,"Entities, Code tag and more on HTML",37.76,40.68, I will come in and click on Shift and open the VS Code.,5040,"[-0.04307285 -0.01571142 -0.05121733 ...  0.00901349 -0.0055995
 -0.00906951]"
13,"Entities, Code tag and more on HTML",40.68,42.76, And I will make a file.,5041,"[-0.03456339  0.02758339 -0.05137887 ...  0.00731385 -0.0575358
  0.00816448]"
13,"Entities, Code tag and more on HTML",42.76,45.04, Index.html.,5042,"[-0.05630183 -0.01613107 -0.01487155 ...  0.01463766  0.00023589
  0.01522807]"
13,"Entities, Code tag and more on HTML",45.04,48.96, Now I have given the file to Index.html.,5043,"[-0.07065554 -0.0266051  -0.03005984 ...  0.00292991 -0.03859312
  0.00984235]"
13,"Entities, Code tag and more on HTML",48.96,50.760000000000005, Now I want to tell you something.,5044,"[-0.01842552  0.05069443 -0.06531895 ... -0.00608909 -0.02703158
 -0.04245423]"
13,"Entities, Code tag and more on HTML",50.760000000000005,55.2, There are many things in HTML that you have to explore.,5045,"[-0.0526743   0.01144568 -0.04023755 ...  0.03426949  0.0470762
  0.05219906]"
13,"Entities, Code tag and more on HTML",55.2,59.2, I will tell you some things and then I will conclude the HTML.,5046,"[-0.04013319  0.01464092 -0.04113021 ...  0.00452327  0.00034799
 -0.01079326]"
13,"Entities, Code tag and more on HTML",59.28,61.36," If you want to write in HTML,",5047,"[-0.07035442  0.03257251 -0.00604369 ...  0.06671371  0.0159804
  0.03040359]"
13,"Entities, Code tag and more on HTML",61.36,65.2, I will open the word wrap and toggle the screencast mode.,5048,"[-0.02486785 -0.00302414 -0.01610221 ... -0.03981787 -0.00168462
  0.01189467]"
13,"Entities, Code tag and more on HTML",65.2,67.36," If you want to write in HTML,",5049,"[-0.07035442  0.03257251 -0.00604369 ...  0.06671371  0.0159804
  0.03040359]"
13,"Entities, Code tag and more on HTML",67.36,69.04, 3 is greater than 4.,5050,"[-0.00982336  0.02559826 -0.07502409 ... -0.01470236  0.01944312
  0.04082119]"
13,"Entities, Code tag and more on HTML",69.04,72.56," If you want to write in HTML,",5051,"[-0.07035442  0.03257251 -0.00604369 ...  0.06671371  0.0159804
  0.03040359]"
13,"Entities, Code tag and more on HTML",72.56,74.08, I will show you the preview.,5052,"[-0.04001329  0.01136881 -0.06858288 ... -0.00968875 -0.01050298
 -0.01367186]"
13,"Entities, Code tag and more on HTML",74.08,76.4," So, 3 is greater than 4.",5053,"[-0.0172605   0.02043175 -0.06580242 ... -0.0131994   0.01999103
  0.05061014]"
13,"Entities, Code tag and more on HTML",76.4,81.16," Now, I will write in the code for paragraph.",5054,"[-0.03235905  0.03297022 -0.02374381 ...  0.038822   -0.03130717
  0.0280511 ]"
13,"Entities, Code tag and more on HTML",81.16,83.96000000000001, And I will write something like this.,5055,"[-0.03431476  0.06206353 -0.02593168 ...  0.01504775 -0.01100569
 -0.00504288]"
13,"Entities, Code tag and more on HTML",83.96000000000001,85.68, I have written this.,5056,"[-0.01408234  0.06472262 -0.02458462 ...  0.01590102 -0.01864343
  0.00267013]"
13,"Entities, Code tag and more on HTML",85.68,88.16, I want it to appear.,5057,"[-0.02653758  0.0425637  -0.04049776 ... -0.005963   -0.02168773
  0.01225342]"
13,"Entities, Code tag and more on HTML",88.32,90.84," But you see, it will not appear.",5058,"[-0.0311846   0.04244109 -0.03469975 ...  0.03080342 -0.01796428
  0.02975629]"
13,"Entities, Code tag and more on HTML",90.84,91.8, Why not?,5059,"[-0.04830036  0.02373689 -0.02524097 ...  0.0075039  -0.00488936
  0.02933391]"
13,"Entities, Code tag and more on HTML",91.8,94.52, Because how will it know that I want to write the code for paragraph?,5060,"[-0.02338912  0.01337526 -0.01171455 ...  0.03942554 -0.01958379
  0.02117261]"
13,"Entities, Code tag and more on HTML",94.52,97.8, Or I want to use the syntax of the PTAG?,5061,"[-0.04635239 -0.00027308 -0.03159025 ... -0.03063168 -0.00648158
 -0.01804018]"
13,"Entities, Code tag and more on HTML",97.8,100.75999999999999," So, HTML entities are to be saved from this.",5062,"[-0.04729669  0.01688874 -0.0239728  ...  0.08372577  0.0059902
  0.01916058]"
13,"Entities, Code tag and more on HTML",100.75999999999999,102.32," Now, what are the HTML entities?",5063,"[-6.2059898e-02 -1.6271232e-02  3.5046723e-05 ...  4.0371050e-02
 -6.1330083e-03  4.0389700e-03]"
13,"Entities, Code tag and more on HTML",102.32,103.16, I will tell you.,5064,"[-0.03527566  0.0535552  -0.04118204 ... -0.00545016 -0.03264809
 -0.03591153]"
13,"Entities, Code tag and more on HTML",103.16,104.12," If you write here,",5065,"[-0.04045551  0.03894139 -0.02302531 ...  0.04280779  0.00245994
  0.03287739]"
13,"Entities, Code tag and more on HTML",104.12,106.08," ampersandltsemi column,",5066,"[-0.03586133  0.02113076 -0.03632546 ...  0.01874599 -0.00841456
  0.00674274]"
13,"Entities, Code tag and more on HTML",106.08,107.4," LT for less than,",5067,"[-0.04303911  0.00930148 -0.02668124 ... -0.00170096  0.00100392
 -0.04628592]"
13,"Entities, Code tag and more on HTML",107.4,110.24, then you can write it as LTsemi column.,5068,"[-0.03846778  0.02146983 -0.00832061 ... -0.00338435  0.03319202
  0.03956248]"
13,"Entities, Code tag and more on HTML",110.24,111.4," Now, if you write here,",5069,"[-0.02673723  0.04732813 -0.02610271 ...  0.04405415  0.00343944
  0.02343492]"
13,"Entities, Code tag and more on HTML",111.4,113.67999999999999," ampersandltsemi column,",5070,"[-0.03586133  0.02113076 -0.03632546 ...  0.01874599 -0.00841456
  0.00674274]"
13,"Entities, Code tag and more on HTML",113.67999999999999,116.6, and replace it with ampersandltsemi column.,5071,"[-0.03609971  0.01367747 -0.02518549 ...  0.02256689 -0.01824176
  0.02893805]"
13,"Entities, Code tag and more on HTML",116.6,118.08," And the greater than one is simple,",5072,"[-0.007939    0.05737972 -0.0679718  ...  0.01347294 -0.00487477
 -0.00300457]"
13,"Entities, Code tag and more on HTML",118.08,120.47999999999999, you replace it with ampersandltsemi column.,5073,"[-0.03586311  0.00988102 -0.02650231 ...  0.02162744 -0.02308649
  0.0289683 ]"
13,"Entities, Code tag and more on HTML",120.47999999999999,122.47999999999999, I will show you by doing this.,5074,"[-0.03976243  0.03275915 -0.03514139 ... -0.01984493 -0.01235389
 -0.02780936]"
13,"Entities, Code tag and more on HTML",122.47999999999999,126.03999999999999," If you replace it with ampersandltsemi column,",5075,"[-0.03351205  0.01392095 -0.02006183 ...  0.01739999 -0.01791073
  0.04004458]"
