number,title,start,end,text
17,CSS Selectors MasterClass,748.38,750.38, So look here
17,CSS Selectors MasterClass,750.38,752.38, Its background is Aqua
17,CSS Selectors MasterClass,752.38,753.38, It is not
17,CSS Selectors MasterClass,753.38,754.38, But I will tell you again
17,CSS Selectors MasterClass,754.38,756.38, That such things are very less used
17,CSS Selectors MasterClass,756.38,758.38, When you develop web
17,CSS Selectors MasterClass,758.38,759.38, So you people
17,CSS Selectors MasterClass,759.38,760.38, What to do about the
17,CSS Selectors MasterClass,760.38,761.38, Seudo classes like this
17,CSS Selectors MasterClass,761.38,762.38, What to do about them
17,CSS Selectors MasterClass,762.38,764.38, What to do in the description
17,CSS Selectors MasterClass,764.38,765.38, That I will put links
17,CSS Selectors MasterClass,765.38,767.38, About such things
17,CSS Selectors MasterClass,767.38,769.38, So the additional reading material
17,CSS Selectors MasterClass,769.38,770.38, If you want to see more
17,CSS Selectors MasterClass,770.38,771.38, Seudo classes
17,CSS Selectors MasterClass,771.38,772.38, The link is in the description
17,CSS Selectors MasterClass,772.38,773.38, You will get it
17,CSS Selectors MasterClass,773.38,775.38, Maybe I will put it in the pinned comment
17,CSS Selectors MasterClass,775.38,776.38, And if I forget
17,CSS Selectors MasterClass,776.38,777.38, Then please remind me
17,CSS Selectors MasterClass,777.38,778.38, And you have not given the link
17,CSS Selectors MasterClass,778.38,780.38, So I will give all the links to you
17,CSS Selectors MasterClass,780.38,781.38, From there
17,CSS Selectors MasterClass,781.38,782.38, You can read about such selectors
17,CSS Selectors MasterClass,782.38,783.38, But now we will come to this course
17,CSS Selectors MasterClass,783.38,785.38, And we will read about the main things
17,CSS Selectors MasterClass,785.38,787.38, Because we have to come to the projects very soon
17,CSS Selectors MasterClass,787.38,789.38, And make good real-world apps
17,CSS Selectors MasterClass,789.38,791.38, And then we have to do back-end
17,CSS Selectors MasterClass,791.38,792.38, And do database
17,CSS Selectors MasterClass,792.38,794.38, So we will have to build
17,CSS Selectors MasterClass,794.38,795.38, A little pace here
17,CSS Selectors MasterClass,795.38,797.38, I hope you are enjoying the course
17,CSS Selectors MasterClass,797.38,798.38, If you have not yet
17,CSS Selectors MasterClass,798.38,799.38, done the bookmark
17,CSS Selectors MasterClass,799.38,800.38, Then click on the bookmark
17,CSS Selectors MasterClass,800.38,801.38, And save it
17,CSS Selectors MasterClass,801.38,802.38, So access the playlist
17,CSS Selectors MasterClass,802.38,803.38, Access the GitHub code
17,CSS Selectors MasterClass,803.38,804.38, Like the video
17,CSS Selectors MasterClass,804.38,805.38, Share
17,CSS Selectors MasterClass,805.38,806.38, And meet me in the next video
17,CSS Selectors MasterClass,806.38,807.38, By naming both the village and the town
17,CSS Selectors MasterClass,807.38,808.38, Thank you so much
17,CSS Selectors MasterClass,808.38,809.38, Thank you so much
17,CSS Selectors MasterClass,809.38,810.38, Thank you so much
17,CSS Selectors MasterClass,810.38,811.38, Thank you so much
17,CSS Selectors MasterClass,811.38,812.38, Thank you so much
17,CSS Selectors MasterClass,812.38,813.38, Thank you so much
17,CSS Selectors MasterClass,813.38,815.38, For watching this video
17,CSS Selectors MasterClass,815.38,816.38, And I will see you
17,CSS Selectors MasterClass,816.38,817.38, Next time
18,"CSS Box Model - Margin, Padding & Borders",0.0,4.16," Guys, in this video, we are going to talk about the box model in CSS."
18,"CSS Box Model - Margin, Padding & Borders",4.16,10.56," The content inside any element, which is self-made, then there is margin, then there is border and padding."
18,"CSS Box Model - Margin, Padding & Borders",10.56,15.040000000000001," Where does border, margin and padding come from? This is the concept of the box model in CSS."
18,"CSS Box Model - Margin, Padding & Borders",15.040000000000001,22.44," In this video, we will understand all these things and see how margin, border, padding are set in CSS."
18,"CSS Box Model - Margin, Padding & Borders",22.44,26.68," So, let's go to the computer screen. I am really very excited. Let's go on the intro."
18,"CSS Box Model - Margin, Padding & Borders",30.0,41.56," So guys, I have come to the computer screen. The first thing I will do here is to show you the playlist."
18,"CSS Box Model - Margin, Padding & Borders",41.56,46.0, You don't click on the star and don't even click on it.
18,"CSS Box Model - Margin, Padding & Borders",46.0,50.400000000000006, You won't do that either. Click on the star and click on it.
18,"CSS Box Model - Margin, Padding & Borders",50.400000000000006,54.400000000000006, And I have put the source code for you. You can also access it. I want you to enjoy it.
18,"CSS Box Model - Margin, Padding & Borders",54.4,61.76," So, what do you do while enjoying it? As I have made this folder here, I will click on it and open it."
18,"CSS Box Model - Margin, Padding & Borders",61.76,70.24," As you can see, this will open in VS Code. If you don't have an open with code option, which many people say that it is not an open with code option."
18,"CSS Box Model - Margin, Padding & Borders",70.24,74.16," So, I have a suggestion for you. What do you do?"
18,"CSS Box Model - Margin, Padding & Borders",74.16,80.0," You install VS Code again, run its setup again and see which options I have checked."
18,"CSS Box Model - Margin, Padding & Borders",80.16,85.28," Now, I will come to the video and make a file named index.html and place a boilerplate template."
18,"CSS Box Model - Margin, Padding & Borders",85.28,90.56," And here I will write CSS Box Model. After writing CSS Box Model, I will make a style tag here."
18,"CSS Box Model - Margin, Padding & Borders",90.56,94.72," With this help, I have made you guys... Oops, I made a style tag."
18,"CSS Box Model - Margin, Padding & Borders",96.72,100.48," Is it too fast? No, it won't be fast. Okay, it will work."
18,"CSS Box Model - Margin, Padding & Borders",100.48,103.76," So, while making a style tag, I will add styles here."
18,"CSS Box Model - Margin, Padding & Borders",103.76,107.03999999999999, And I will tell you how Box Model works in CSS.
18,"CSS Box Model - Margin, Padding & Borders",107.12,109.84," So, let's first understand the concept of Box Model in CSS."
18,"CSS Box Model - Margin, Padding & Borders",109.84,112.64, What is the concept of Box Model in CSS?
18,"CSS Box Model - Margin, Padding & Borders",112.64,118.80000000000001," Look, in CSS, everything is Box. Whatever elements we have made from HTML, they are all Box."
18,"CSS Box Model - Margin, Padding & Borders",118.80000000000001,125.60000000000001," Whether we have made a container, whether we have made a div, whether we have made a span, they are all Box in CSS."
18,"CSS Box Model - Margin, Padding & Borders",125.60000000000001,129.68, And there are some things in that Box that I want to show you.
18,"CSS Box Model - Margin, Padding & Borders",129.68,135.76," So, if you can see in the commuter screen, you will see that I have explained the concept of CSS Box Model here."
18,"CSS Box Model - Margin, Padding & Borders",135.84,143.04," CSS Box Model means that outside your content is padding, outside it is border and outside it is margin."
18,"CSS Box Model - Margin, Padding & Borders",143.04,145.28," So, this concept should be given to you."
18,"CSS Box Model - Margin, Padding & Borders",145.28,149.76," Another thing that I want to tell you is that, as I have made a div.box here."
18,"CSS Box Model - Margin, Padding & Borders",149.76,152.64," I have made a box here, I will write IMA Box."
18,"CSS Box Model - Margin, Padding & Borders",152.64,156.95999999999998," And here, if I show you its preview, it is IMA Box and this box is mine."
18,"CSS Box Model - Margin, Padding & Borders",156.95999999999998,159.2," Outside this box, there is some margin and padding already."
18,"CSS Box Model - Margin, Padding & Borders",159.2,163.12, Which you will know when I will add a background to it.
18,"CSS Box Model - Margin, Padding & Borders",163.20000000000002,167.6," So, I will write .box, which means Class Selector."
18,"CSS Box Model - Margin, Padding & Borders",167.6,171.92000000000002, I have selected Box and I will say background color is aqua.
18,"CSS Box Model - Margin, Padding & Borders",171.92000000000002,174.0," So, this box's background color is aqua."
18,"CSS Box Model - Margin, Padding & Borders",174.0,177.6," If we do it rightly, we can document the format so that we get good formatting."
18,"CSS Box Model - Margin, Padding & Borders",177.6,181.12," Now, you see, there is some margin padding already in it."
18,"CSS Box Model - Margin, Padding & Borders",181.12,183.92000000000002," What I will do is, using a universal selector."
18,"CSS Box Model - Margin, Padding & Borders",183.92000000000002,187.84, It happens that our browser plays a little understanding from its own side.
18,"CSS Box Model - Margin, Padding & Borders",187.84,192.0," It says that if the developer has no brain, then I will put my own brain."
18,"CSS Box Model - Margin, Padding & Borders",192.08,194.72, And it adds margin padding to it.
18,"CSS Box Model - Margin, Padding & Borders",194.72,196.32, It adds many styles.
18,"CSS Box Model - Margin, Padding & Borders",196.32,200.32, That is why we need to reset CSS sometimes.
18,"CSS Box Model - Margin, Padding & Borders",200.32,203.92," So, I have written m-0 here."
18,"CSS Box Model - Margin, Padding & Borders",203.92,206.72," Sorry, m-0 is written, so margin is 0."
18,"CSS Box Model - Margin, Padding & Borders",206.72,208.64," p-0 is written, so padding is 0."
18,"CSS Box Model - Margin, Padding & Borders",208.64,209.76, These were the M-Ed shortcuts.
18,"CSS Box Model - Margin, Padding & Borders",209.76,210.96, And what will happen if we do this?
18,"CSS Box Model - Margin, Padding & Borders",210.96,211.92000000000002, It will be completely hidden.
18,"CSS Box Model - Margin, Padding & Borders",211.92000000000002,214.0," Like, the spacing was coming here, it is not coming."
18,"CSS Box Model - Margin, Padding & Borders",214.0,215.68," So, I have written IMA Box."
18,"CSS Box Model - Margin, Padding & Borders",215.68,216.64," So, let's do one thing."
18,"CSS Box Model - Margin, Padding & Borders",216.64,218.16, Let's write IMA Box.
18,"CSS Box Model - Margin, Padding & Borders",218.16,220.24," And here, I will write div.box."
18,"CSS Box Model - Margin, Padding & Borders",220.24,222.72," And here, I can add multiple classes."
18,"CSS Box Model - Margin, Padding & Borders",222.72,224.08," Box 1, Box 2."
18,"CSS Box Model - Margin, Padding & Borders",224.08,225.68," So, I have made a box."
18,"CSS Box Model - Margin, Padding & Borders",225.68,226.96, Box 1.
18,"CSS Box Model - Margin, Padding & Borders",226.96,227.60000000000002, Okay.
18,"CSS Box Model - Margin, Padding & Borders",227.60000000000002,229.12, And I have made a box.
18,"CSS Box Model - Margin, Padding & Borders",229.12,230.32000000000002, Box 2.
18,"CSS Box Model - Margin, Padding & Borders",230.32000000000002,233.52," So, whatever I will select the box and put the properties,"
18,"CSS Box Model - Margin, Padding & Borders",233.52,235.36, it will be in this element and in this one.
18,"CSS Box Model - Margin, Padding & Borders",235.36,237.76000000000002," Because, look, we can give one element multiple classes."
18,"CSS Box Model - Margin, Padding & Borders",237.76000000000002,239.20000000000002, I had told you earlier.
18,"CSS Box Model - Margin, Padding & Borders",239.20000000000002,241.12, You can give one element multiple classes.
18,"CSS Box Model - Margin, Padding & Borders",241.12,244.0," And here, you can see, I have given it box and box 1."
18,"CSS Box Model - Margin, Padding & Borders",244.0,245.44, I have given it box and box 2.
18,"CSS Box Model - Margin, Padding & Borders",245.44,248.48000000000002, And I will simply write IMA another box.
18,"CSS Box Model - Margin, Padding & Borders",248.48000000000002,249.76000000000002," Okay, this is box 2."
18,"CSS Box Model - Margin, Padding & Borders",249.84,250.64, This was box 1.
18,"CSS Box Model - Margin, Padding & Borders",250.64,251.67999999999998, This is our box 2.
18,"CSS Box Model - Margin, Padding & Borders",251.67999999999998,253.51999999999998," Now, what I will do in box 2?"
18,"CSS Box Model - Margin, Padding & Borders",253.51999999999998,256.4, I will write .box2 and .box1.
18,"CSS Box Model - Margin, Padding & Borders",256.4,258.08," Now, understand what I have done here."
18,"CSS Box Model - Margin, Padding & Borders",258.08,261.36," Look, I will write that property which I want to give with both the boxes."
18,"CSS Box Model - Margin, Padding & Borders",261.36,263.76," Or, if I have like this, if there are 10 boxes,"
18,"CSS Box Model - Margin, Padding & Borders",263.76,265.92, I will give it in 10 of 10.
18,"CSS Box Model - Margin, Padding & Borders",265.92,268.15999999999997, I will write that by doing .box.
18,"CSS Box Model - Margin, Padding & Borders",268.15999999999997,270.0," And some properties will be like this,"
18,"CSS Box Model - Margin, Padding & Borders",270.0,274.08, which I will give individually in box 1 and box 2.
18,"CSS Box Model - Margin, Padding & Borders",274.08,274.96," So, what I will do?"
18,"CSS Box Model - Margin, Padding & Borders",274.96,277.76, I will give box 1 classes and box 2 classes.
18,"CSS Box Model - Margin, Padding & Borders",277.76,280.08," And if you want to give any element more than one,"
18,"CSS Box Model - Margin, Padding & Borders",280.08,281.28, then you can give it space.
18,"CSS Box Model - Margin, Padding & Borders",281.28,283.28, Can we give more than one ID to any element?
18,"CSS Box Model - Margin, Padding & Borders",283.28,284.24, Tell in the comment section below.
18,"CSS Box Model - Margin, Padding & Borders",284.24,285.76, Let me see how much understanding you have.
18,"CSS Box Model - Margin, Padding & Borders",285.76,288.08, Make two interactions and tell in the comment section below.
18,"CSS Box Model - Margin, Padding & Borders",288.08,290.4, Can we give more than one ID in one element?
18,"CSS Box Model - Margin, Padding & Borders",290.4,291.36, Look at this space.
18,"CSS Box Model - Margin, Padding & Borders",291.36,292.8, Tell me in the comment section below.
18,"CSS Box Model - Margin, Padding & Borders",292.8,294.15999999999997, Can we give more than one classes?
18,"CSS Box Model - Margin, Padding & Borders",294.15999999999997,295.92, I will confirm this and let you know.
18,"CSS Box Model - Margin, Padding & Borders",295.92,296.88, All comments should come.
18,"CSS Box Model - Margin, Padding & Borders",296.88,297.59999999999997, I don't know.
18,"CSS Box Model - Margin, Padding & Borders",297.59999999999997,300.0," Now, here you see, I have written .box1."
18,"CSS Box Model - Margin, Padding & Borders",300.0,300.8," So, what can I do?"
18,"CSS Box Model - Margin, Padding & Borders",300.8,302.56," Suppose, I have yellowed the color."
18,"CSS Box Model - Margin, Padding & Borders",302.56,303.03999999999996, Okay?
18,"CSS Box Model - Margin, Padding & Borders",303.52,304.64, I have yellowed the color.
18,"CSS Box Model - Margin, Padding & Borders",304.64,305.92, What will happen if I do color yellow?
18,"CSS Box Model - Margin, Padding & Borders",305.92,307.52," By doing color yellow,"
18,"CSS Box Model - Margin, Padding & Borders",307.68,308.96, I will do color red.
18,"CSS Box Model - Margin, Padding & Borders",308.96,311.84, The font color will be yellow and the font color will be red.
18,"CSS Box Model - Margin, Padding & Borders",311.84,312.71999999999997, I will show you.
18,"CSS Box Model - Margin, Padding & Borders",312.71999999999997,315.68," Here, the font color is yellow and the font color is red."
18,"CSS Box Model - Margin, Padding & Borders",315.68,316.96," Now, what does box model say?"
18,"CSS Box Model - Margin, Padding & Borders",316.96,319.68, Box model says that the CSS content will be here.
18,"CSS Box Model - Margin, Padding & Borders",319.68,321.12," It will be outside the padding,"
18,"CSS Box Model - Margin, Padding & Borders",321.12,323.44, outside the border and outside the margin.
18,"CSS Box Model - Margin, Padding & Borders",323.44,324.15999999999997, Okay?
18,"CSS Box Model - Margin, Padding & Borders",324.15999999999997,327.44, And the total height or width of any element
18,"CSS Box Model - Margin, Padding & Borders",327.44,328.64, will be combined.
18,"CSS Box Model - Margin, Padding & Borders",328.64,330.08, This will be the place to be the element.
18,"CSS Box Model - Margin, Padding & Borders",330.08,332.71999999999997, Remember the height and width of total height and width.
18,"CSS Box Model - Margin, Padding & Borders",332.71999999999997,334.88, Total height means that the place will be the same.
18,"CSS Box Model - Margin, Padding & Borders",334.88,335.44, Okay?
18,"CSS Box Model - Margin, Padding & Borders",335.44,336.96," So, you should know this thing."
18,"CSS Box Model - Margin, Padding & Borders",336.96,339.35999999999996, We have seen this much in the CSS box model.
18,"CSS Box Model - Margin, Padding & Borders",339.35999999999996,339.84, Okay?
18,"CSS Box Model - Margin, Padding & Borders",339.84,341.91999999999996," So, I have applied different classes here."
18,"CSS Box Model - Margin, Padding & Borders",341.91999999999996,342.71999999999997," Now, what will I do?"
18,"CSS Box Model - Margin, Padding & Borders",342.71999999999997,346.71999999999997," I will say, I will give a little padding in box1."
18,"CSS Box Model - Margin, Padding & Borders",347.52,349.28, And I want to give a 10 pixel padding.
18,"CSS Box Model - Margin, Padding & Borders",349.76,351.44," So, if I give a 10 pixel padding,"
18,"CSS Box Model - Margin, Padding & Borders",351.44,354.15999999999997," then from all sides, 10-10 pixel padding will come."
18,"CSS Box Model - Margin, Padding & Borders",354.15999999999997,356.24," And to see this, you can inspect it rightly."
18,"CSS Box Model - Margin, Padding & Borders",356.24,357.52, Look at this carefully.
18,"CSS Box Model - Margin, Padding & Borders",357.52,358.71999999999997, Look at this carefully.
18,"CSS Box Model - Margin, Padding & Borders",359.35999999999996,360.47999999999996," You see here,"
18,"CSS Box Model - Margin, Padding & Borders",360.47999999999996,362.4, that I have inspected it rightly.
18,"CSS Box Model - Margin, Padding & Borders",362.4,363.35999999999996," So, you can see below."
18,"CSS Box Model - Margin, Padding & Borders",363.35999999999996,364.08, I hope you can see.
18,"CSS Box Model - Margin, Padding & Borders",364.08,366.47999999999996, I have removed my cap for a while.
18,"CSS Box Model - Margin, Padding & Borders",366.56,367.76, I hope you can see here.
18,"CSS Box Model - Margin, Padding & Borders",367.76,369.04, Okay? Box and box1.
18,"CSS Box Model - Margin, Padding & Borders",369.04,369.6, Okay?
18,"CSS Box Model - Margin, Padding & Borders",369.6,372.08000000000004," So, here box and box1 you can see."
18,"CSS Box Model - Margin, Padding & Borders",372.08000000000004,374.96000000000004," If I hover over box1, then only this element is selected."
18,"CSS Box Model - Margin, Padding & Borders",374.96000000000004,376.40000000000003, Look at this. Look at this.
18,"CSS Box Model - Margin, Padding & Borders",376.40000000000003,377.36, Look at this. Look at this.
18,"CSS Box Model - Margin, Padding & Borders",377.36,378.72, Look at this.
18,"CSS Box Model - Margin, Padding & Borders",378.72,379.44, Look at this. Select.
18,"CSS Box Model - Margin, Padding & Borders",379.44,382.24," And if I hover over it, then only box2 is selected."
18,"CSS Box Model - Margin, Padding & Borders",382.24,383.6," So, by clicking on box1,"
18,"CSS Box Model - Margin, Padding & Borders",383.6,384.56, this element is selected.
18,"CSS Box Model - Margin, Padding & Borders",384.56,385.76, I can come here.
18,"CSS Box Model - Margin, Padding & Borders",385.76,386.0, Okay?
18,"CSS Box Model - Margin, Padding & Borders",386.0,387.6, Look at this. I removed it like this.
18,"CSS Box Model - Margin, Padding & Borders",387.6,390.0," Now, if I come here, I can see everything about it."
18,"CSS Box Model - Margin, Padding & Borders",390.0,392.24, I can change the color of this color.
18,"CSS Box Model - Margin, Padding & Borders",392.24,392.88, Temporarily.
18,"CSS Box Model - Margin, Padding & Borders",392.88,394.0, I will change it temporarily.
18,"CSS Box Model - Margin, Padding & Borders",394.0,395.84000000000003, Because its source code is written here.
18,"CSS Box Model - Margin, Padding & Borders",395.91999999999996,397.84," So, the one I will change here will be permanent."
18,"CSS Box Model - Margin, Padding & Borders",397.84,399.59999999999997, The one I will change here will be temporary.
18,"CSS Box Model - Margin, Padding & Borders",399.59999999999997,400.15999999999997, Okay?
18,"CSS Box Model - Margin, Padding & Borders",400.15999999999997,401.03999999999996," So, I will not do it now."
18,"CSS Box Model - Margin, Padding & Borders",401.03999999999996,403.84," I am telling you that from here, I can preview by changing the temporary."
18,"CSS Box Model - Margin, Padding & Borders",403.84,408.0, How will it feel if my box's color becomes white.
18,"CSS Box Model - Margin, Padding & Borders",408.0,409.91999999999996," If I reload it, then it will be fine again."
18,"CSS Box Model - Margin, Padding & Borders",409.91999999999996,412.55999999999995, And I will select this box and come here to the computer again.
18,"CSS Box Model - Margin, Padding & Borders",412.55999999999995,413.76," Now, as soon as I come to the computer,"
18,"CSS Box Model - Margin, Padding & Borders",413.76,415.35999999999996," look, I can see a box."
18,"CSS Box Model - Margin, Padding & Borders",415.35999999999996,418.79999999999995, And this box is exactly the same box that I have shown on codebidhari.com.
18,"CSS Box Model - Margin, Padding & Borders",418.79999999999995,419.28, Okay?
18,"CSS Box Model - Margin, Padding & Borders",419.28,421.35999999999996, You will get to know from this kind of box that
18,"CSS Box Model - Margin, Padding & Borders",421.35999999999996,424.32," this particular element of your box1,"
18,"CSS Box Model - Margin, Padding & Borders",424.48,426.32," the width and height of it,"
18,"CSS Box Model - Margin, Padding & Borders",426.32,427.68," after that, how much padding is there in it?"
18,"CSS Box Model - Margin, Padding & Borders",427.68,429.92, I have given 10 padding from all sides.
18,"CSS Box Model - Margin, Padding & Borders",429.92,431.52, There is no border.
18,"CSS Box Model - Margin, Padding & Borders",431.52,433.12, There is no margin.
18,"CSS Box Model - Margin, Padding & Borders",433.12,433.59999999999997, Okay?
18,"CSS Box Model - Margin, Padding & Borders",433.59999999999997,437.6," So, in this kind of element, we have given all these things."
18,"CSS Box Model - Margin, Padding & Borders",437.6,439.04, Let's put a border in it.
18,"CSS Box Model - Margin, Padding & Borders",439.04,439.28, Okay?
18,"CSS Box Model - Margin, Padding & Borders",439.28,441.76," So, I have put padding in box1."
18,"CSS Box Model - Margin, Padding & Borders",441.76,442.8, I am doing this in the work of SERP guys.
18,"CSS Box Model - Margin, Padding & Borders",442.8,443.12, Okay?
18,"CSS Box Model - Margin, Padding & Borders",443.12,445.03999999999996," Remember, I am doing this in box1."
18,"CSS Box Model - Margin, Padding & Borders",445.03999999999996,445.6, Okay?
18,"CSS Box Model - Margin, Padding & Borders",445.6,447.2," While coming back a little,"
18,"CSS Box Model - Margin, Padding & Borders",447.2,448.71999999999997," now, what will I do here?"
18,"CSS Box Model - Margin, Padding & Borders",448.71999999999997,450.08, I will put margin.
18,"CSS Box Model - Margin, Padding & Borders",450.08,452.08, And I will put margin of 5 pixels.
18,"CSS Box Model - Margin, Padding & Borders",452.08,454.15999999999997," And as soon as I put margin of 5 pixels,"
18,"CSS Box Model - Margin, Padding & Borders",454.24,455.04, what will happen?
18,"CSS Box Model - Margin, Padding & Borders",455.04,457.20000000000005, This element looks like this.
18,"CSS Box Model - Margin, Padding & Borders",457.20000000000005,459.6," So, the background of the element does not remain retained."
18,"CSS Box Model - Margin, Padding & Borders",459.6,460.16, Okay?
18,"CSS Box Model - Margin, Padding & Borders",460.16,461.6, What does this mean?
18,"CSS Box Model - Margin, Padding & Borders",461.6,462.8," This means that,"
18,"CSS Box Model - Margin, Padding & Borders",462.8,465.12," now, if I put pink color on you,"
18,"CSS Box Model - Margin, Padding & Borders",465.12,465.44, okay?
18,"CSS Box Model - Margin, Padding & Borders",465.44,467.12, Suppose I put pink color on you.
18,"CSS Box Model - Margin, Padding & Borders",467.12,468.16," So, you will be pink."
18,"CSS Box Model - Margin, Padding & Borders",468.16,470.40000000000003," But if I throw pink color on you,"
18,"CSS Box Model - Margin, Padding & Borders",470.40000000000003,472.32000000000005, or anything will be there on you.
18,"CSS Box Model - Margin, Padding & Borders",472.32000000000005,473.6," So, this was a very strange example."
18,"CSS Box Model - Margin, Padding & Borders",473.6,476.8, But I will tell you that the content outside of it is padding.
18,"CSS Box Model - Margin, Padding & Borders",476.8,477.12, Okay?
18,"CSS Box Model - Margin, Padding & Borders",477.12,478.16," So, if I give padding,"
18,"CSS Box Model - Margin, Padding & Borders",478.16,481.44000000000005, the color of the background comes in the padding area.
18,"CSS Box Model - Margin, Padding & Borders",481.44000000000005,483.44000000000005, Because it looks like padding content.
18,"CSS Box Model - Margin, Padding & Borders",483.44,485.84, And the content outside of it is margin.
18,"CSS Box Model - Margin, Padding & Borders",485.84,487.44, The element outside of it is margin.
18,"CSS Box Model - Margin, Padding & Borders",487.44,488.88, Content element is inside.
18,"CSS Box Model - Margin, Padding & Borders",488.88,489.84," See, this is the whole element."
18,"CSS Box Model - Margin, Padding & Borders",489.84,490.88, This is the content of the element.
18,"CSS Box Model - Margin, Padding & Borders",490.88,491.44, This is the padding.
18,"CSS Box Model - Margin, Padding & Borders",491.44,492.16, This is the margin.
18,"CSS Box Model - Margin, Padding & Borders",492.16,496.16," So, the background color of our element will remain in the padding area."
18,"CSS Box Model - Margin, Padding & Borders",496.16,497.44, It will remain in the margin area.
18,"CSS Box Model - Margin, Padding & Borders",497.44,498.4, You have to keep this in mind.
18,"CSS Box Model - Margin, Padding & Borders",498.4,499.6," So, I gave margin here."
18,"CSS Box Model - Margin, Padding & Borders",499.6,501.12," So, you see, 5th margin is here."
18,"CSS Box Model - Margin, Padding & Borders",501.12,503.04," Now, I will tell you the way to add border."
18,"CSS Box Model - Margin, Padding & Borders",503.04,504.56," If I write border here,"
18,"CSS Box Model - Margin, Padding & Borders",504.56,506.15999999999997, and I will tell you about the border.
18,"CSS Box Model - Margin, Padding & Borders",506.15999999999997,506.88," But for now,"
18,"CSS Box Model - Margin, Padding & Borders",508.48,509.12," if you understand that,"
18,"CSS Box Model - Margin, Padding & Borders",509.12,510.8," if I write border 2 pixels,"
18,"CSS Box Model - Margin, Padding & Borders",510.8,511.28," solid blue,"
18,"CSS Box Model - Margin, Padding & Borders",511.28,513.04, then the border of 2 pixels is here.
18,"CSS Box Model - Margin, Padding & Borders",513.12,514.16," And here, you see,"
18,"CSS Box Model - Margin, Padding & Borders",514.16,516.16, I have given 2 pixels border here.
18,"CSS Box Model - Margin, Padding & Borders",516.16,516.88, Okay.
18,"CSS Box Model - Margin, Padding & Borders",516.88,519.28, You can see that the border is here.
18,"CSS Box Model - Margin, Padding & Borders",519.28,519.92, Okay.
18,"CSS Box Model - Margin, Padding & Borders",519.92,522.16," So, this border is visible to you here."
18,"CSS Box Model - Margin, Padding & Borders",522.16,522.9599999999999," And you can see here,"
18,"CSS Box Model - Margin, Padding & Borders",522.9599999999999,525.5999999999999, this is my content and this is the border.
18,"CSS Box Model - Margin, Padding & Borders",525.5999999999999,526.48," So, here, what happens is that,"
18,"CSS Box Model - Margin, Padding & Borders",526.48,528.16, there is a DPI factor in our display.
18,"CSS Box Model - Margin, Padding & Borders",528.16,530.8," Because of which, the actual border will be seen here."
18,"CSS Box Model - Margin, Padding & Borders",530.8,532.16," But this is pretty much,"
18,"CSS Box Model - Margin, Padding & Borders",532.16,536.4," how you can see margin, border, and padding in your element in real time."
18,"CSS Box Model - Margin, Padding & Borders",536.4,536.9599999999999, Okay.
18,"CSS Box Model - Margin, Padding & Borders",536.9599999999999,539.04," So, I hope you understood something."
18,"CSS Box Model - Margin, Padding & Borders",539.04,540.8," Now, I will tell you here,"
18,"CSS Box Model - Margin, Padding & Borders",540.8,542.16," how you can see,"
18,"CSS Box Model - Margin, Padding & Borders",542.16,545.12, the width of your element is calculated.
18,"CSS Box Model - Margin, Padding & Borders",545.12,545.4399999999999, Okay.
18,"CSS Box Model - Margin, Padding & Borders",545.4399999999999,547.92," Now, I have given the width of it."
18,"CSS Box Model - Margin, Padding & Borders",547.92,548.88," Let us say,"
18,"CSS Box Model - Margin, Padding & Borders",548.88,552.0, or I will give the height of this element.
18,"CSS Box Model - Margin, Padding & Borders",552.0,553.04, 200 pixels.
18,"CSS Box Model - Margin, Padding & Borders",553.04,555.12," So, I have given its height to 200 pixels."
18,"CSS Box Model - Margin, Padding & Borders",555.12,556.56, And its height to 200 pixels.
18,"CSS Box Model - Margin, Padding & Borders",556.56,558.64," Now, I will inspect you and show you something."
18,"CSS Box Model - Margin, Padding & Borders",558.64,561.52, And I will take you to the computed values.
18,"CSS Box Model - Margin, Padding & Borders",561.52,564.0," So, see its height is 200 pixels."
18,"CSS Box Model - Margin, Padding & Borders",564.0,564.56, Okay.
18,"CSS Box Model - Margin, Padding & Borders",564.56,567.36," And you see, as I have kept it on the content,"
18,"CSS Box Model - Margin, Padding & Borders",567.36,568.3199999999999," so this is the content,"
18,"CSS Box Model - Margin, Padding & Borders",568.3199999999999,570.0," I have kept it on the padding,"
18,"CSS Box Model - Margin, Padding & Borders",570.0,571.28," I have kept it on the border,"
18,"CSS Box Model - Margin, Padding & Borders",571.28,572.24," I have kept it on the margin,"
18,"CSS Box Model - Margin, Padding & Borders",572.24,573.12, so it is showing margin.
18,"CSS Box Model - Margin, Padding & Borders",573.12,575.12," Now, here you will see,"
18,"CSS Box Model - Margin, Padding & Borders",575.12,579.52," the element, its actual height is 200 pixels."
18,"CSS Box Model - Margin, Padding & Borders",579.52,580.88," Then it will connect to 10,"
18,"CSS Box Model - Margin, Padding & Borders",580.88,582.64," and it will connect to 220 from 10,"
18,"CSS Box Model - Margin, Padding & Borders",582.64,584.0799999999999," then it will connect to borders,"
18,"CSS Box Model - Margin, Padding & Borders",584.0799999999999,585.76, then it will connect to margin.
18,"CSS Box Model - Margin, Padding & Borders",585.76,588.0," So, as soon as I connect all these things,"
18,"CSS Box Model - Margin, Padding & Borders",588.0,590.88, then this space will come out here.
18,"CSS Box Model - Margin, Padding & Borders",590.88,594.9599999999999," But, how much height or width of a particular element is,"
